record_id,title,authors,year,source_database,doi_or_arxiv_id,venue,publication_type,peer_reviewed_guess,publication_status,url,query_id,abstract,abstract_source,language,language_flag,tier,reason
R-26129,Menstrual hygiene management in two districts of Malawi,Rebekah Hinton; Laurent-Charles Tremblay-Lévesque; Modesta Kanjaye; C. J. A. Macleod; Mads Troldborg; Robert M. Kalin,2024,OpenAlex; Semantic Scholar,10.1101/2024.04.12.24305724,medRxiv,preprint,No (preprint),,https://doi.org/10.1101/2024.04.12.24305724,BASE,"1 Abstract Menstrual hygiene management (MHM) forms a critical component of ensuring access to adequate and equitable sanitation for all, as outlined in SDG 6.2. Despite its importance, little is known about MHM in Malawi, particularly at a household level. Through a household survey of MHM within 2 districts, we evaluated the type of menstrual absorbents used by people who menstruate. Reusable cloths/rags were the most used menstrual absorbent, used by 79.5% of respondents, whilst disposable absorbents, such as tampons and sanitary pads, were used by 18.6% of respondents. Appropriate MHM also incorporates adequate management of MHM materials, including the washing and drying of reusable menstrual absorbents. We evaluated the cleaning of reusable menstrual absorbents; most respondents (90.1%) reported appropriate washing of menstrual absorbents using soap and water, however only 20.3% reported that menstrual absorbents were dried outside in the sun (as is best practise) with most reporting that reusable menstrual absorbents were dried inside their homes. Our findings highlight the need for improved MHM within Malawi, not only in the access and affordability of appropriate menstrual absorbents but also the promotion of appropriate washing and drying of menstrual absorbents.",original,en,,D,no RAG anchor in title or abstract
R-26133,"Memoirs of African farms: Land, settlement, and belonging in white life writing from Southern Africa",Emma Parker,2024,OpenAlex; Semantic Scholar,10.1080/17449855.2024.2368234,Journal of Postcolonial Writing,article,VERIFY,,https://doi.org/10.1080/17449855.2024.2368234,BASE,"Building on previous discussions of the plaasroman, or farm novel, this article establishes the autobiographical subgenre of the white, southern African farm memoir, drawing on texts and writers from the former Rhodesia and modern Zimbabwe (Daphne Anderson, Alexandra Fuller, Doris Lessing, and Muriel Spark). Anderson’s The Toe-Rags and Fuller’s Don’t Let’s Go to the Dogs Tonight are read here as indicative of the differences and continuities between successive cohorts of white life writers in southern Africa. While Anderson’s autobiography is markedly anti-imperial, later memoirists like Fuller offer a more ambivalent response to white belonging and land ownership in postcolonial Zimbabwe. When Fuller’s generation inherit the white farm from their predecessors, they return to this location to elide the controversial histories of colonial settlement. Ultimately however, these farms become microcosms of the doomed settler state, offering neither a permanent home, nor a secure future after the end of colonial rule.",original,en,,D,no RAG anchor in title or abstract
R-26223,LLM-assisted Physical Invariant Extraction for Cyber-Physical Systems Anomaly Detection,Danial Abshari; Chenglong Fu; Meera Sridhar,2024,Semantic Scholar,10.48550/arXiv.2411.10918,arXiv.org,JournalArticle,VERIFY,,https://www.semanticscholar.org/paper/1396f7ae92bdf9e06577beb281b732ab623f1681,BASE,"Cyber-Physical Systems (CPS) are vulnerable to cyber-physical attacks that violate physical laws. While invariant-based anomaly detection is effective, existing methods are limited: data-driven approaches lack semantic context, and physics-based models require extensive manual work. We propose INVARLLM, a hybrid framework that uses large language models (LLMs) to extract semantic information from CPS documentation and generate physical invariants, then validates these against real system data using a PCMCI+-inspired K-means method. This approach combines LLM semantic understanding with empirical validation to ensure both interpretability and reliability. We evaluate INVARLLM on SWaT and WADI datasets, achieving 100% precision in anomaly detection with no false alarms, outperforming all existing methods. Our results demonstrate that integrating LLM-derived semantics with statistical validation provides a scalable and dependable solution for CPS security.",OpenAlex,en,,D,no RAG anchor in title or abstract
R-26242,LIMICS@DEFT’24 : Un mini-LLM peut-il tricher aux QCM de pharmacie en fouillant dans Wikipédia et NACHOS ?,Solène Delourme; Adam REMAKI; Christine Gérardin; P. Vaillant; Xavier Tannier; Brigitte Séroussi; A. Redjdal,2024,Semantic Scholar,,JEPTALNRECITAL,JournalArticle,VERIFY,,https://www.semanticscholar.org/paper/2ba98705ca390eb61e608aacd35df0df9385b4ad,BASE,,,fr,EXCLUDE — non-English (fr),C,non-English: non-English (fr)
R-26243,LexSage: Multi-Task Optimization in Legal Large Language Model Applications,Lin Han; Yang Zhang; Wei Gao; Xiaowen Li,2024,IEEE Xplore,10.1109/ICAIRC64177.2024.10900222,"2024 4th International Conference on Artificial Intelligence, Robotics, and Communication (ICAIRC)",Conferences,VERIFY,,https://ieeexplore.ieee.org/document/10900222/,BASE,"With the increasing complexity of tasks in the legal domain, traditional methods struggle to meet the demands of multi-task scenarios and face significant bottlenecks in task accuracy and efficiency. To address this, we propose LexSage, a legal large language model that leverages the one-shot capability of large language models (LLMs). By utilizing different prompt templates to assist in data generation and applying data augmentation techniques to further expand the dataset, LexSage performs instruction fine-tuning on the Qwen2.5-7B model with a comprehensive legal dataset. Through knowledge sharing and structural optimization across tasks, LexSage achieves a synergistic effect during multi-task fine-tuning, effectively integrating and enhancing the knowledge and expressive power across different tasks. Evaluation on LawBench shows that LexSage exhibits significant performance improvement in multiple tasks, including 25.6% improvement in the case analysis task compared to the GPT4 model, and 15.6% improvement in the law recitation task compared to the hanfei legal large language model. The experimental results show that LexSage demonstrates a strong comprehensive processing capability in legal intelligence applications, providing new ideas and technical support for the intelligent development of the legal field.",original,en,,D,no RAG anchor in title or abstract
R-26273,LEVERAGING LARGE LANGUAGE MODELS FOR ENHANCED CONSTRUCTION SAFETY REGULATION EXTRACTION,Tran S.V.T.,2024,Scopus,10.36680/j.itcon.2024.045,Journal of Information Technology in Construction,Article,VERIFY,,https://api.elsevier.com/content/abstract/scopus_id/85213698532,GAP-GOV,"The construction sector has long been known for its complicated safety requirements, which are critical to ensure the well-being of workers on site. However, interpreting these requirements and maintaining compliance can be difficult due to the amount and complexity of the paperwork involved. This leads to difficulty extracting safety information from requirement documents. Besides, information that is presented in a manner similar to human-like responses can improve employee understanding. This study proposed a Construction Safety Query Assistant (CSQA) approach to enhance the extraction and knowledge of construction safety regulations using Large Language Models (LLMs). CSQA comprises of three primary components: (1) the Construction Safety Investigation Module (CSI), which gathers and processes safety regulation documents through text extraction and preprocessing to build a searchable database; (2) the Safety Condition Identification Module (SCI), which utilizes LLMs to interpret user queries and extract relevant information from the CSI database, capitalizing on the models' ability to understand context and subtle textual nuances; and (3) the Safety Information Delivery Module (SID), which presents the retrieved information to users and integrates a feedback loop to refine the accuracy and relevance of responses based on user interaction. The CSQA approach was validated with 2 case studies that offered more contextually relevant, possibly lowering non-compliance risks, improving worker safety, and simplifying the consultation process in the construction sector. This study emphasizes its potential to transform access to crucial safety information in the construction industry.",OpenAlex,en,,D,no RAG anchor in title or abstract
R-26296,Lektionen und Anwendungsfälle aus der Implementierung von Retrieval-Augmented-Generation-Systemen,F. S. Bäumer; Hans Brandt-Pook; André Matutat; Falk Maoro; David Pelkmann; Sergej Schultenkämper,2024,Semantic Scholar,10.18420/inf2024_146,Jahrestagung der Gesellschaft für Informatik,JournalArticle,VERIFY,,https://www.semanticscholar.org/paper/f246373e89e97c9de4d84ea9d4b415adc543c303,BASE,,,de,EXCLUDE — non-English (de),A,non-English: non-English (de)
R-26311,Large models in transportation infrastructure: a perspective,Yanliang Du,2024,OpenAlex,10.1093/iti/liae007,Intelligent Transportation Infrastructure,article,VERIFY,,https://doi.org/10.1093/iti/liae007,BASE; GAP-GOV,"In late 2022, OpenAI launched ChatGPT and quickly came into the spotlight based on the development of large language modeling technology. ChatGPT is regarded as a new breakthrough in artificial intelligence technology, marking a major advancement in AI technology, stimulating global attention to the application of AI products, and opening up the ‘large model era’ of AI. Large models are also reshaping tasks and achieving impressive results in a wide range of complex downstream tasks (Li et al., 2023). The rapid development of large models provides new solution possibilities for the challenges faced by the transportation infrastructure industry. For the complicated industry specifications, design standards, feasibility study reports, and other textual data, large models can help them to study and integrate to better cope with the complex and changing application scenarios. At the same time, data management and analysis with the help of large language models in the era of big data can facilitate the study and formulation of data standards and processing procedures applicable to the transportation infrastructure industry and promote the scientific application of data in program decision-making and planning. Large models refer to deep neural network models with billions, tens of billions, or even more parameters (Lu, 2019). As shown in Fig. 1, such models are usually pre-trained on massive corpora and can learn complex patterns, linguistic nuances, and semantic relationships, but they are not targeted at a specific downstream task per se but rather gain an understanding of the training data. The application of large models means that the pre-trained large models are used to integrate and migrate the acquired knowledge to each specific downstream task through transfer learning. The training basis of large models The success of large models is inseparable from the application of its key technologies, such as self-attention mechanisms (Vaswani et al., 2017), self-supervised learning (Raffel et al., 2020), prompt engineering, etc. Transformer can model the context relationship in data (text, image, etc.) to obtain rich and effective data representation. Large language models, such as BERT (Devlin et al., 2018) and GPT (Radford et al., 2018), are trained using the Transformer architecture. After the establishment of large models, their downstream applications are based on self-supervised learning. This learning mode avoids the mapping relationship between only fitting data and simple and highly abstract annotations in supervised pre-training and enables the model to learn data representations with rich semantic expression ability and strong generalization ability, so as to better transfer ‘knowledge’ to specific downstream tasks. Hint engineering is regarded as a catalyst to guide the model to output expected answers (Kirillov et al., 2023). Through well-designed inputs, the model can be guided to complete specific tasks, not only in text, but also in modalities, such as images. According to the training data and the type of modality output, large models can be mainly divided into language, visual, and multimodal large models. Language large models learn general features from massive texts, while visual large models focus on giving computers human-like visual processing abilities for understanding, identifying, and processing images and videos. Multimodal large models integrate multi-source data, such as text and images, which is the key to general artificial intelligence (AGI) (Blum and Blum, 2023), and have shown potential in biomedical (Li et al., 2023), scientific research (Beltagy et al., 2019), and other fields. The development of the GPT series models has heralded the era of large pre-trained language models. In addition to the GPT series, companies, such as Google and Microsoft, have also been continuously releasing large models with parameters ranging from hundreds of millions to hundreds of billions. Due to the high dependenc",original,en,,D,no RAG anchor in title or abstract
R-26331,Large Language Models: A Deep Dive: Bridging Theory and Practice,Kamath U.,2024,Scopus,10.1007/978-3-031-65647-7,Large Language Models A Deep Dive Bridging Theory and Practice,Book,VERIFY,,https://api.elsevier.com/content/abstract/scopus_id/105004604445,GAP-GOV,"This book is a comprehensive examination of LLMs, from foundational theories to the latest advancements, ensuring readers thoroughly understand the field.",OpenAlex,en,,D,no RAG anchor in title or abstract
R-26333,Large Language Modelle und unternehmenseigene Daten - Genauere Abfrageergebnisse dank effizientem Datenmanagement und verbesserten technischen Verfahren,Ernst Friedrich Reinking; Marco Becker,2024,OpenAlex,,RePEc: Research Papers in Economics,preprint,No (preprint),,https://www.econstor.eu/bitstream/10419/285115/1/Reining-Becker-Large-Language-Modelle.pdf,BASE,"Retrieval-Augmented Generation (RAG) verbindet auf synergetische Weise das intrinsische Wissen von LLMs mit den riesigen, dynamischen Datenbeständen von Unternehmen. Aufbauend auf dem Grundkonzept einer RAG („Naive RAG“) identifiziert dieses Working Paper kritische Faktoren dieser hochaktuellen Architektur und gibt Hinweise zur Verbesserung. Abschließend werden zukünftige Wege für Forschung und Entwicklung aufgezeigt.",original,de,EXCLUDE — non-English (de),B,non-English: non-English (de)
R-26375,KI-gestützte klinische Entscheidungsunterstützungssysteme in der (gynäkologischen) Präzisionsonkologie,Jacqueline Lammert; Maximilian Tschochohei; Heike Jansen; Sonja Mathes; Ulrich A. Schatz; Holger Bronger; Martin Boeker; Marion Kiechle,2024,OpenAlex; Semantic Scholar,10.1007/s00129-024-05297-9,Die Gynäkologie,article,VERIFY,,https://doi.org/10.1007/s00129-024-05297-9,BASE,"In den vergangenen zwei Jahrzehnten hat die Onkologie Behandlungsansätze nach dem „Gießkannenprinzip“ zunehmend durch individualisierte Therapiekonzepte abgelöst. Herausforderungen bestehen weiterhin bei seltenen Tumorentitäten (24 % aller Krebserkrankungen) und stark vorbehandelten Patient*innen mit komplexen Resistenzmechanismen. Immer mehr Betroffene profitieren von erweiterter molekularpathologischer Diagnostik. Molekulare Tumorboards (MTBs) interpretieren diese Daten und entwickeln individualisierte Therapiepläne. Die Translation genomischer Daten in klinische Therapiepläne ist komplex. Ihre Umsetzung erfordert erheblichen Aufwand: Rund 80 % werden im Off-Label-Use eingesetzt. Fragmentierte Daten und die manuelle Kuration von Daten sind die größten Hürden für den breiten Einsatz von MTBs. KI(Künstliche Intelligenz)-gestützte Entscheidungsunterstützungssysteme analysieren große Datenmengen und erkennen Muster. Während sie in Dermatologie, Pathologie und Radiologie auf annotierte Bilddaten zurückgreifen können, sind unstrukturierte Textdaten aus der personalisierten Medizin schwer zu verarbeiten. Dies und die fehlende Standardisierung präzisionsonkologischer Empfehlungen haben eine Abbildung des MTB-Workflows durch maschinelles Lernen bisher verhindert. Das domänenspezifische KI-System MEREDITH – unterstützt durch eine Retrieval-Augmented-Generation-Architektur – zielt darauf ab, diese Herausforderungen zu überwinden. Eine Proof-of-concept-Studie zeigt hohe Übereinstimmung mit den Empfehlungen menschlicher Expert*innen. Evaluationsstudien sollen den Nutzen von MEREDITH im Versorgungsalltag von MTBs weiter untersuchen. Das Modellvorhaben Genomsequenzierung wird die Komplexität der onkologischen Versorgung weiter erhöhen und die Integration innovativer Technologien erforderlich machen. Over the past two decades, oncological treatment approaches have evolved from a generalized treatment paradigm to an individualized treatment concept. Despite substantial progress, major challenges persist particularly in managing rare tumor entities (24% of all cancers) and heavily pretreated patients with complex resistance mechanisms. Increasingly more patients benefit from extended molecular pathological diagnostics. These data are interpreted by molecular tumor boards (MTB) and individually tailored treatment plans are developed. The process of translating genomic data into clinical treatment plans is complicated. The implementation necessitates substantial effort: approximately 80% are implemented in off-label use. Fragmented data and manual curation of data collectively hinder the broader implementation of MTBs in clinical practice. Artificial intelligence (AI)-assisted decision support systems can analyze large datasets and identify clinically relevant patterns. While AI is able to access annotated medical images in dermatology, pathology and radiology, unstructured clinical text data from personalized medicine are difficult to process. Moreover, the lack of standardized precision oncological recommendations has further constrained the integration of AI technologies by machine learning into the MTB workflow. The domain-specific AI system MEREDITH, which employs a retrieval-augmented generation architecture, seeks to address these limitations. A proof of concept study showed that MEREDITH exhibits strong concordance with expert clinical recommendations but further evaluation studies are needed to validate the clinical utility of MEREDITH in real-world MTB practice. The Model Project Genome Sequencing is anticipated to further increase the complexity of oncological care, emphasizing the need for the integration of innovative technologies.",Springer,de,EXCLUDE — non-English (de),B,non-English: non-English (de)
R-26386,JuLIA: Transformando a Justiça no Piauí com Inteligência Artificial,Dimmy Magalhães; Eucássio Lima Júnior; Jozé Rozendo; Gleydson Vilanova; Janayna Lustosa; Leonardo Sales; José Wilson de Souza Cavalcante; José Wilson Ferreira de Araújo Júnior,2024,OpenAlex; Semantic Scholar,10.5753/ercemapi.2024.243367,"Anais da XII Escola Regional de Computação do Ceará, Maranhão e Piauí (ERCEMAPI 2024)",conference-paper,VERIFY,,https://doi.org/10.5753/ercemapi.2024.243367,BASE,"A ferramenta JuLIA (Justiça AuxiLiada por Inteligência Artificial) foi desenvolvida para otimizar a gestão de processos judiciais no Tribunal de Justiça do Piauí(TJPI). Utilizando técnicas avançadas de IA, incluindo a arquitetura RAG (Retrieval-Augmented Generation) e o modelo GPT-3.5, a JuLIA automatiza tarefas processuais, analisa petições e facilita o acesso à informação pública. Este estudo destaca a eficiência da JuLIA em reduzir o tempo de baixa de processos em 25%, gerir um grande volume de casos e resolver processos estagnados. Além disso, a JuLIA melhorou a comunicação com os jurisdicionados, trocando 35 mil mensagens, e promoveu a transparência no TJPI. O sucesso da JuLIA demonstra seu potencial para transformar a administração da justiça e sugere futuras integrações de IA em outros tribunais.",original,pt,EXCLUDE — non-English (pt),B,non-English: non-English (pt)
R-26467,Integração de Modelos de Linguagem e RAG na Criação de Chatbots Oftalmológicos,Emanuel B. Passinato; Walcy S. R. Rios; Arlindo Rodrigues Galvão Filho,2024,OpenAlex; Semantic Scholar,10.5753/sbcas.2024.2228,Anais do XXIV Simpósio Brasileiro de Computação Aplicada à Saúde (SBCAS 2024),conference-paper,VERIFY,,https://doi.org/10.5753/sbcas.2024.2228,BASE,"A acessibilidade aos serviços oftalmológicos é um fator importante para determinar a saúde ocular, sendo influenciada pelo estado socioeconômico dos indivíduos. Para facilitar o acesso às informações sobre saúde ocular, trabalhos recentes na área focam em utilizar modelos de língua já consolidados de mercado ou com ajuste fino, ambas as abordagens apresentam custos extras, seja financeiro, necessidade de base de dados ou complexidade. Este estudo propõe o desenvolvimento de um chatbot utilizando modelos de linguagem de código aberto e técnicas de retrieval augmented generation (RAG), sem ajuste fino. Três técnicas foram avaliadas, naive RAG, HYDE e Rewrite-Retrieve-Read. A avaliação do sistema RAG, foi realizada utilizando o ChatGPT como modelo crítico, por meio do framework Ragas. Os resultados indicam que é possível superar a performance base do GPT-3.5 com as técnicas propostas, reduzindo custos e atestando a viabilidade de projetos similares.",original,pt,EXCLUDE — non-English (pt),A,non-English: non-English (pt)
R-26472,"In Search of the River Jordan—A Story of Palestine, Israel and the Struggle for Water",David Katz,2024,OpenAlex,10.5325/bustan.15.1.0123,Bustan The Middle East Book Review,article,VERIFY,,http://dx.doi.org/10.5325/bustan.15.1.0123,BASE,"The title of the book In Search of the River Jordan by James Fergusson is a bit misleading. Only a small share of the book is dedicated to the Jordan River itself. The Jordan River of the title serves as a general metaphor for the waters of the region. The subtitle—A Story of Palestine, Israel and the Struggle for Water—is a more accurate description of the book’s contents. The volume largely ignores the other riparians to the Jordan River and their role in regional water balances. In fact, while shared water is ostensibly the unifying theme of the book, much of the work is not about water at all but about presenting the unbalanced power dynamics between Israel and Palestine. Water-sharing (or lack thereof) simply serves as the mechanism for highlighting this.The book is structured as a travelogue, the first half of which is focused on Palestinian narratives based largely on interviews and his personal experiences traveling within Gaza and the West Bank, while the second half is based largely on interviews and his meanderings within Israel. In the opening chapter, Fergusson maintains that his book “does not aim to ascribe blame. Finger-pointing has never led anywhere useful in Israel-Palestine” (10). The commitment to such an approach, however, is belied by his accusations and biases, which are prevalent throughout the text. The first half of the book makes the case that Israeli intentions are “a seemingly innate determination to ignore Palestinian water rights, and to snuff out Palestinian ambition and progress through the constriction of supply” (148). Having spent half the book focusing solely on Palestinian perspectives and establishing Israel’s guilt, the author then turns to Israeli perspectives, however, this is primarily in an attempt to answer the question of “where, ultimately, does this aversion to sharing the natural resources of the land stem from and why does it persist?” (149).In the opening, the author writes that critics “accuse Israel of ‘weaponizing’ water . . . [and] deliberately restrict[ing] supply in order to dominate [Palestinians], turning it into a another cruel but effective tool of the occupation” (3). He notes that “Israelis deny this.” However, the basic premise of the book is that this critique of Israel is, in fact, justified. The primary theme of the work is that Israel is a bully and a thief who unjustly controls shared waters and used them to deprive and subjugate its Palestinian neighbors.The author’s intense disdain for Israel is clear from the very first paragraphs, in which he accuses Israel of “purloining” the Jordan River and other shared water sources as “part of Israel’s bid for regional water hegemony” (2). He recognizes that “neighbouring Arab countries also bore responsibility for the river’s depletion, by extracting water from its upper tributaries” (2); however, only Israel is singled out as “purloining” them. The author makes no reference to any agreements between parties, nor does he give any indication as to what would be considered “reasonable use,” which is a recognized criterion in international water law. Seemingly, the criteria are: if others use water, it is extraction; if Israel uses it, its theft. The tone of the rest of the volume follows the same basic argument. In his book on Israeli innovation in the water sector Let There Be Water, Seth Siegel presents a glowing and largely uncritical portrayal of Israeli water management. In The Search for the River Jordan, Fergusson does the opposite. Almost every Israeli action or innovation has a sinister motive. Not only is Israel’s use of the Jordan River illegitimate, its pioneering work in water conservation and supply augmentation—the exact things that are showcased in Seigel’s work—are presented as further evidence of Israel’s nefarious tendencies or at least its complete and willful disregard of Arab rights and well-being. According to Fergusson, Israeli success in the water sector merely demonstrates that Israel has pr",original,en,,D,no RAG anchor in title or abstract
R-26520,Improving Machine Translation Capabilities by Fine-Tuning Large Language Models and Prompt Engineering with Domain-Specific Data,László János Laki; Zijian Győző Yang,2024,IEEE Xplore,10.1109/CITDS62610.2024.10791375,2024 IEEE 3rd Conference on Information Technology and Data Science (CITDS),Conferences,VERIFY,,https://ieeexplore.ieee.org/document/10791375/,BASE,"This study examines the applicability and performance of large language models (LLMs) in the field of machine translation for in-domain texts, with a particular focus on fine-tuning LLMs, few-shot prompting, and word vector-based example sentence search methods. The aim of the study is to determine the extent to which the few-shot technique can improve translation quality for domain-specific texts. Our results indicate that the few-shot learning approach consistently improved translation quality across all examined LLM systems, with performance enhancements ranging from 10% to 25% in BLEU scores. Surprisingly, the word vector-based method, which uses the vectorial representation of words to select translation examples, did not perform as well as the character similarity-based fuzzy matching technique. The study discusses the performance of various systems, highlighting significant advancements achieved through fine-tuning and few-shot prompting.",original,en,,D,no RAG anchor in title or abstract
R-26558,Hyperspectral Image Classification Using Batch-Based Graph Attentional Networks in Agriculture,Ramakrishna Kolikipogu; M. S. Murali Dhar; N. Raghava Rao; M.S. Nidhya,2024,OpenAlex,10.4018/979-8-3693-2069-3.ch024,Advances in environmental engineering and green technologies book series,book-chapter,VERIFY,,https://doi.org/10.4018/979-8-3693-2069-3.ch024,BASE,"The classification of hyperspectral images plays a critical role in the maintenance of remote image analysis, which has attracted a lot of research interest. Despite the fact that numerous methodologies, including unsupervised and supervised methods, have been presented, achieving an acceptable classification result remains a challenging task. Deep learning-based hyperspectral image (HSI) classification is gaining popularity, because of its efficient classification capabilities. When compared to traditional convolutional neural networks, graph-based deep learning provides the benefits of exhibiting class boundaries and modelling feature relationships. In hyperspectral image (HSI) classification, the most important problem is how to transform hyperspectral data into irregular domains from regular grids. This study describes a method for image classification that employs graph neural network (GNN) models. The input images are converted into region adjacency graphs (RAGs), where regions are super pixels and edges link nearby super pixels.",original,en,,D,no RAG anchor in title or abstract
R-26565,Hybrid Quantum-Classical Neural Networks and its Hyperparameter Optimization-A Study,Adithya R; Joyline G Dsa; Adarsh Rag S; Suhas A Bhyratae,2024,IEEE Xplore,10.1109/COSMIC63293.2024.10871871,"2024 International Conference on Computing, Semiconductor, Mechatronics, Intelligent Systems and Communications (COSMIC)",Conferences,VERIFY,,https://ieeexplore.ieee.org/document/10871871/,BASE,"In recent years, the field of machine learning has witnessed a paradigm shift with the emergence of hybrid quantum-classical neural networks. These networks combine the power of classical neural networks with the computational advantages offered by quantum variational circuits. This study presents a comprehensive survey of hybrid quantum-classical machine learning algorithms, focusing on their architecture, performance, and hyperparameter optimization techniques. Introducing the concept of hybrid quantum-classical machine learning and its significance in contemporary image classification tasks. It explores the theoretical foundations of quantum variational circuits and their integration with classical neural network architectures. Special attention is given to prominent algorithms such as Quantum Convolutional Neural Networks, Quanvolutional Neural Networks, and Quantum ResNet, each offering unique advantages in image classification tasks. A major aspect covered in this study is the hyperparameter optimization techniques employed in hybrid quantum-classical machine learning. The chapter discusses quantum-inspired optimization methods tailored for efficiently tuning the hyperparameters of complex neural network models. Through comparative analysis, the effectiveness of these optimization techniques is demonstrated in reducing computational overhead and improving model performance. Moreover, the study also delves into experimental results obtained from benchmarking hybrid quantum-classical models against traditional classical approaches. It highlights the accuracy variations observed across different quantum architectures and explores the impact of architectural permutations on model convergence. Insights gained from these experiments provide valuable guidance for researchers and practitioners seeking to leverage hybrid quantum-classical neural networks in real-world applications.",original,en,,D,no RAG anchor in title or abstract
R-26577,"How to Become a Big Man in Africa: Subalternity, Elites, and Ethnic Politics in Contemporary Nigeria. Wale Adebanwi",Dominic Burbidge,2024,OpenAlex,10.1093/afraf/adae024,African Affairs,article,VERIFY,,https://doi.org/10.1093/afraf/adae024,BASE,"Wale Adebanwi’s How to Become a Big Man in Africa: Subalternity, Elites, and Ethnic Politics in Contemporary Africa traces the life and political ascendancy of Gani Adams, leader of the Oodua People’s Congress (OPC) and appointed Ààrẹ Ọ̀nà Kakaǹfò (generalissimo) of the Yorùbá. The book is split into two parts, covering first Adams’ development from youth activism to leadership of a militant group for Yorùbá self-determination, the OPC, and second Adams’ rise to elite status locally, nationally and internationally through his pivot towards cultural advocacy, albeit accompanied by the OPC’s lucrative involvement in the securitization of Nigeria’s oil pipelines. Throughout this journey, Adams shows political acumen in curating relationships that allow him to achieve centrality in Yorùbá politics, while also charting a distinctively non-traditional path as compared to highly educated ‘ee-light’ figures of the past (a Yorùbá vernacularization that emphasizes the elite as enlightened), such as Ọbáfẹ́mi Awólọ́wọ̀. This drops a challenge to those who view elitism as necessarily self-reproducing, and points to hidden benefits in comparing with Adebanwi’s 2014 monograph, Yorùbá Elites and Ethnic Politics in Nigeria. Adams is a highly vulnerable agitator who shows wisdom beyond his years in suffocating those vulnerabilities one by one (poverty, a lack of education, inconsistent religious beliefs, a lack of elite connections) through charisma and cunning political strategy amidst intra-Yorùbá factional divisions. Indeed, to describe Adams’ development as a story of from rags to riches is an understatement that mistakenly places focus on his move from poverty to wealth. In truth, his ascendancy is expressly political, in that it involves obtaining wealth that is immediately at the service of a wider goal of political and cultural glory. Adams is an agent of the many ways of being politically Yorùbá today: self-determining, agitating, aspiring towards greater education, multi-religious, networked. As his career progressed, he was able to draw together the many ways of being politically Yorùbá to even transcend the militant and violent basis to the OPC’s intervention into Nigerian politics.",original,en,,D,no RAG anchor in title or abstract
R-26592,"‘Hippocrates Mithridate’ [William Livingston], Some Serious Thoughts on the Design of Erecting a College in the Province of New-York (New York: n.p., 1749)",Jose R. Torre,2024,OpenAlex,10.4324/9781003551683-2,,book-chapter,VERIFY,,http://dx.doi.org/10.4324/9781003551683-2,BASE,"Of all our late publick Measures, there is none that pleases me more than the Desian of erecting a College in this Province. The want of a liberal Education has long been our Reproach and Misfortune. Our Neighbours have told us in an insulting Tone, that the Art of getting Money, is the highest Improvement we can pretend to: That the wisest Man among us without a Fortune, is neglected and despised; and the greatest Blockhead with one, cares’d and honour’d: That, for this Reason, a poor Man of the most shining Accomplishments, can never emerge out of his Obscurity; while every wealthy Dunce is loaded with Honours, and bears down all before him. It were easy to shew the Falshood of these Accusations; and to make it probable that they proceed from their Envy at the flourishing Circumstances of this City. But that Learning hath not been encourag’d as it ought admits of no Controversy. It was therefore worthy the Wisdom of our Legislature, amidst their Care for the Preservation of our Bodies and Estates, to extend their concern to the Improvement of our Minds, or at least to those of our Posterity. And as it is unnatural / for Man not to wish well to his Descendants, the thoughts of leaving behind one a wise and virtuous Progeny, [illeg.] any considerate Person a very sensible Satisfaction. [illeg.] I am extremely pleas’d to think, that the next [illeg.] Persons who, by surpassing us in Knowledge and I [illeg.] will be more useful to their Country; and sustain the important Posts in the Government with greater Honour and Applause. Instead of following the Example of their Ancestors in amassing superfluous Riches, and leaving their Minds rude and uncultivated; I am wonderfully delighted to consider them devoting the vigour of their Youth to the Study of the Sciences, and enriching their Minds with the inestimable Treasures of Knowledge. While I am thus surveying the future Generation, methinks I behold a glorious multitude of Statesmen and Heroes. Philosophers and Orators rising before me, and blessing the Founders of that memorable Accademy to which they owe their Attainments in Knowledge, and their Usefulness to the Publick. I fancy them congratulating themselves that they were born in happier Times and in a more enlighten’d Age, when the barbarous Ignorance that overspread the Land in the Days of their Fathers is dispers’d by the chearful Beams of Science: When a polite Education is accounted an Ornament to a Character; and Refinement and Elegance of Manners inspire Veneration and Esteem: When the embroider’d Fop, and the ruffled Dunce are the Objects of Dislike and Aversion; and Men of true Judgment, and serious Reflection, tho’ cloath’d in Rags, honour’d and rever’d. I cannot, therefore, help recommending it to those in affluent Circumstances to employ part of their Abundance in Promoting so useful an Undertaking: An Undertaking which, if suitably encourag’d, will be an unspeakable Blessing to the later Posterity. For the Improvement of our Reason as the Glory of our Nature, and the distinguishing Mark of our / Prerogative above the animal Creation. It is this that constitutes the Difference between the polite Nations of Europe, and the rude Savages of Africa: Between the learn’d Divine, and the idolatrous Barbarian. Let therefore those who regard the Happiness of their Offspring leave them this invaluable Jewel, by contributing to a Design of improving their reasoning Faculties, and seasoning their tender Minds with the Principles of Morality and Religion. Money [illeg.] will undoubtedly yield them a more substantial Satisfaction, and transmit their Names with greater Honour to Posterity, than the lavishing it on empty Trifles, or the affecting a vain and useless Prodigality. But in order the better to prevail on them to encourage to important an Affair; I shall endeavour to point out a few of the numberless Advantages that will naturally result from a publick Seminary of Learning.",original,en,,D,no RAG anchor in title or abstract
